ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Егоров Руслан Леонидович;59 72 400038;804-768-382 22;боль после повреждения;Травматолог;2024-09-16T15:00;МРТ сустава + рентген сустава + общий анализ крови;2024-09-19T12:00;8850 руб.;GAZPROMBANK | MASTERCARD | 8597 7426 8144 5804;2024-09-20T13:00
Левин Станислав Викторович;37 66 152819;842-562-982 33;заложенность, дискомфорт в носоглотке;Лор;2024-04-04T14:00;аудиометрия + общий анализ крови;2024-04-08T16:30;2050 руб.;VTB BANK | MIR | 9298 8185 3712 3535;2024-04-09T17:30
Кириллов Антон Эдуардович;76 62 970021;387-782-741 10;ухудшение переносимости нагрузки, обморочные состояния;Кардиохирург;2024-03-18T14:00;коагулограмма + эхокардиография;2024-03-21T17:30;5300 руб.;VTB BANK | MIR | 2815 4048 7510 5584;2024-03-22T18:30
Кондратов Руслан Кириллович;63 65 482632;172-708-976 75;замедленная реакция, неустойчивость, мышечные подергивания;Невролог;2024-05-27T17:00;ЭЭГ + общий анализ крови + МРТ головного мозга;2024-05-29T17:30;10150 руб.;VTB BANK | MIR | 7667 7785 9729 7901;2024-05-30T18:30
Лыткин Дамир Арсеньевич;41 51 127285;659-755-524 53;выгорание;Психотерапевт;2024-04-17T09:00;общий анализ крови;2024-04-22T09:30;850 руб.;GAZPROMBANK | MIR | 8873 4907 8505 5364;2024-04-23T10:30
Агеев Савва Федорович;10 88 227199;941-182-404 29;боль после повреждения, деформация, ограничение подвижности;Травматолог;2024-01-04T10:00;МРТ сустава + рентген сустава + общий анализ крови;2024-01-08T10:30;8850 руб.;VTB BANK | MIR | 9271 4903 4007 8785;2024-01-09T11:30
Степанов Гавриил Григорьевич;16 18 267022;955-690-718 14;светочувствительность, двоение;Офтальмолог;2024-03-05T10:00;офтальмоскопия + общий анализ крови + томография глаза;2024-03-08T16:00;1850 руб.;VTB BANK | MIR | 1435 2528 9436 7443;2024-03-11T17:00
Лебедев Савва Кириллович;44 55 835745;800-908-801 72;обморочные состояния, нестабильный пульс, резкая одышка;Кардиохирург;2024-07-15T11:00;эхокардиография + ЭКГ;2024-07-17T12:30;6000 руб.;TINKOFF BANK | MASTERCARD | 1758 9336 8123 3054;2024-07-18T13:30
Лаврентьев Георгий Эдуардович;44 49 465699;564-468-148 22;снижение аппетита, длительная боль, необъяснимая потеря веса;Онколог;2024-10-25T09:00;общий анализ крови + онкомаркеры + биохимический анализ крови;2024-10-28T16:00;4100 руб.;MTS BANK | MASTERCARD | 9593 2325 7739 9634;2024-10-29T17:00
Симонов Владимир Дмитриевич;AB4383350;901-488-720 33;пищевой дискомфорт, снижение энергии;Диетолог;2024-05-20T11:00;общий анализ мочи;2024-05-22T10:00;290 руб.;TINKOFF BANK | MASTERCARD | 7332 9858 7346 3644;2024-05-23T11:00
Тарасов Савва Павлович;12 85 576762;132-276-450 71;изменение мочи, повышение давления;Нефролог;2024-02-08T10:00;бактериологический посев мочи + общий анализ мочи;2024-02-12T18:00;1190 руб.;GAZPROMBANK | VISA | 1303 1411 7298 3502;2024-02-13T17:30
Исаев Вадим Федорович;AB2620141;220-597-816 39;наследственные риски, необъяснимые симптомы, врожденные особенности;Генетик;2024-12-05T14:00;биохимический анализ крови + генетический анализ + общий анализ крови;2024-12-09T09:30;13700 руб.;GAZPROMBANK | MIR | 1772 1277 3272 9827;2024-12-10T10:30
Соловьев Корней Дмитриевич;68 84 170490;542-330-417 56;сыпь, вялость;Педиатр;2024-03-04T10:00;общий анализ крови;2024-03-06T09:00;850 руб.;TINKOFF BANK | VISA | 6398 4640 6915 6068;2024-03-07T10:00
Селезнев Семен Геннадьевич;15 49 973512;283-733-656 45;боли в суставах, дискомфорт при ходьбе, утомляемость;Ортопед;2024-11-19T15:00;общий анализ крови;2024-11-21T15:30;850 руб.;TINKOFF BANK | VISA | 5325 4820 5556 7306;2024-11-22T16:30
Добрынин Прохор Эдуардович;39 91 694672;766-102-433 57;длительная боль, необъяснимая потеря веса, снижение аппетита;Онколог;2024-04-17T14:00;онкомаркеры + биохимический анализ крови;2024-04-22T12:00;3250 руб.;MTS BANK | MIR | 1231 3192 1240 1717;2024-04-23T13:00
Хохлов Константин Павлович;90 97 400758;350-515-148 43;апатия;Психиатр;2024-03-26T11:00;психодиагностика;2024-03-29T11:00;5000 руб.;VTB BANK | MIR | 2792 4268 8689 4207;2024-04-01T12:00
Фомин Андрей Андреевич;76 41 579100;954-813-343 32;воспаление десен;Стоматолог;2024-10-28T12:00;рентген зубов + общий анализ крови;2024-10-29T13:00;1550 руб.;MTS BANK | MASTERCARD | 8532 2423 1147 6947;2024-10-30T14:00
Лыткин Лев Леонидович;78 17 559560;505-478-857 56;усталость, пищевой дискомфорт;Диетолог;2024-10-25T11:00;биохимический анализ крови + общий анализ мочи;2024-10-28T10:00;1140 руб.;SBERBANK OF RUSSIA | MIR | 7960 8023 7199 4976;2024-10-29T11:00
Голубев Марат Владимирович;88 86 437720;904-550-721 88;выгорание;Психотерапевт;2024-04-24T15:00;общий анализ крови;2024-04-29T13:00;850 руб.;VTB BANK | MIR | 7506 7831 2299 8552;2024-04-30T14:00
Орлов Савва Коновалович;84 81 100891;263-116-165 44;чувствительность, воспаление десен, зубная боль;Стоматолог;2024-10-24T14:00;биохимический анализ крови;2024-10-25T14:00;850 руб.;GAZPROMBANK | MIR | 1247 5878 3658 8169;2024-10-28T15:00
Денисов Денис Станиславович;37 45 721516;114-920-907 63;снижение слуха, заложенность;Лор;2024-07-15T09:00;аудиометрия + общий анализ крови;2024-07-17T08:00;2050 руб.;MTS BANK | MASTERCARD | 9221 8767 6213 5790;2024-07-18T09:00
Лебедев Мирон Иванович;29 15 455332;964-350-941 93;неприятный запах, отек, воспаление десен;Стоматолог;2024-04-12T09:00;рентген зубов;2024-04-15T09:00;700 руб.;VTB BANK | MIR | 9684 1292 2022 3244;2024-04-16T10:00
Родионов Лев Вадимович;65 12 728838;650-122-172 59;отек;Стоматолог;2024-05-16T08:00;общий анализ крови + биохимический анализ крови + рентген зубов;2024-05-20T10:00;2400 руб.;TINKOFF BANK | MIR | 2849 3362 1704 9441;2024-05-21T11:00
Тетерин Арсений Макарович;AB8453834;609-185-514 85;нестабильный пульс, обморочные состояния, резкая одышка;Кардиохирург;2024-10-01T10:00;ЭКГ + коагулограмма;2024-10-03T12:30;2300 руб.;VTB BANK | MIR | 3160 9959 1351 6991;2024-10-04T13:30
Жуков Вадим Давидович;AB3100143;854-982-651 28;затрудненное дыхание, дыхательный дискомфорт;Пульмонолог;2024-08-05T15:00;спирометрия;2024-08-08T13:30;1800 руб.;GAZPROMBANK | MASTERCARD | 6953 1237 4296 3271;2024-08-09T14:30
Григорьев Кирил Андреевич;47 95 922834;467-107-594 21;снижение аппетита, необъяснимая потеря веса, длительная боль;Онколог;2024-01-03T12:00;общий анализ крови + биохимический анализ крови + онкомаркеры;2024-01-04T12:30;4100 руб.;GAZPROMBANK | MIR | 1053 6104 1639 8048;2024-01-05T13:30
Лаврентьев Виктор Валентинович;95 94 915462;742-126-884 71;отек, ограничение подвижности;Травматолог;2024-11-04T17:00;общий анализ крови;2024-11-06T09:00;850 руб.;MTS BANK | MASTERCARD | 5845 1544 9584 1961;2024-11-07T10:00
Казаков Дмитрий Сергеевич;24 20 640204;785-837-301 84;хронические боли;Физиотерапевт;2024-01-11T17:00;дарсонвализация + магнитотерапия + ультразвуковая терапия;2024-01-12T17:00;1300 руб.;TINKOFF BANK | MIR | 7517 1080 9104 7610;2024-01-15T18:00
Лихачев Яков Григорьевич;AB3159066;955-588-535 50;высыпания;Дерматолог;2024-05-20T12:00;биохимический анализ крови + соскоб кожи на грибки + общий анализ крови;2024-05-23T11:00;2400 руб.;TINKOFF BANK | MIR | 3005 3953 5208 6964;2024-05-24T12:00
Пестов Савва Константинович;N26028262;912-149-486 52;першение в горле, заложенность, щелчки при глотании;Лор;2024-03-28T09:00;аудиометрия + мазок из зева;2024-04-01T10:00;2000 руб.;VTB BANK | MASTERCARD | 7277 2828 4015 8918;2024-04-02T11:00
Лаврентьев Гавриил Тимурович;AB8198951;969-172-897 46;атипичные проявления;Генетик;2024-12-25T12:00;биохимический анализ крови + генетический анализ;2024-12-26T17:00;12850 руб.;SBERBANK OF RUSSIA | MIR | 5380 9935 5392 7155;2024-12-27T18:00
