ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Субботин Александр Олегович;N36773570;308-876-270 53;наследственные риски, системные нарушения;Генетик;2024-10-14T08:00;биохимический анализ крови + генетический анализ;2024-10-16T16:00;12850 руб.;SBERBANK OF RUSSIA | MIR | 7128 3375 3573 7026;2024-10-17T17:00
Семенов Тарас Всеволодович;N55825963;899-236-549 98;чихание;Аллерголог;2024-07-17T15:00;общий анализ крови + биохимический анализ крови + аллергопробы;2024-07-22T11:00;3700 руб.;TINKOFF BANK | MIR | 6184 8525 6214 9106;2024-07-23T12:00
Григорьев Лев Давидович;72 34 809260;941-695-374 74;щелчки при глотании, заложенность;Лор;2024-04-08T14:00;мазок из зева + аудиометрия;2024-04-10T14:30;2000 руб.;MTS BANK | MIR | 2672 6699 2425 7666;2024-04-11T15:30
Николаев Радимир Вадимович;AB4734832;821-585-129 35;повышение давления;Нефролог;2024-06-19T15:00;бактериологический посев мочи + УЗИ почек и мочевого пузыря + общий анализ мочи;2024-06-21T15:00;3690 руб.;VTB BANK | MIR | 9650 2725 2038 4703;2024-06-24T16:00
Волков Игорь Сергеевич;AB5828440;721-765-570 34;выгорание, тревожные мысли;Психотерапевт;2024-12-09T10:00;ЭЭГ + психодиагностика;2024-12-11T12:00;6800 руб.;MTS BANK | MASTERCARD | 7872 2274 3125 7327;2024-12-12T13:00
Ширяев Кирил Ярославович;N86560647;126-654-516 82;деформация, синяки, ограничение подвижности;Травматолог;2024-02-27T09:00;общий анализ крови + МРТ сустава;2024-02-29T14:00;7350 руб.;SBERBANK OF RUSSIA | VISA | 2735 2359 1901 2520;2024-03-01T15:00
Быстров Никита Владимирович;N95569247;870-431-587 99;замедленная речь, трудности произношения;Логопед;2024-02-12T12:00;аудиометрия + психодиагностика + общий анализ крови;2024-02-13T12:00;7050 руб.;SBERBANK OF RUSSIA | MASTERCARD | 8259 5277 1722 1677;2024-02-14T13:00
Егоров Святослав Никифорович;AB7604176;834-333-711 55;дискомфорт при ходьбе;Ортопед;2024-10-24T10:00;рентген грудной клетки + общий анализ крови;2024-10-25T10:00;2050 руб.;VTB BANK | MASTERCARD | 4913 9368 9050 5666;2024-10-28T11:00
Тихонов Марат Егорович;62 68 436347;306-661-614 82;покраснение;Хирург;2024-10-04T16:00;общий анализ крови + УЗИ органов брюшной полости;2024-10-07T15:00;3350 руб.;MTS BANK | VISA | 8077 8584 4515 1895;2024-10-08T16:00
Лыткин Владислав Русланович;80 50 372270;492-976-846 93;длительная боль, хроническая усталость, уплотнения;Онколог;2024-02-09T08:00;общий анализ крови + онкомаркеры;2024-02-12T13:30;3250 руб.;MTS BANK | MASTERCARD | 9257 1186 8702 8298;2024-02-13T14:30
Капустин Руслан Всеволодович;AB9075556;148-391-645 23;слабость при нагрузке, одышка;Кардиолог;2024-02-19T11:00;ЭКГ + общий анализ крови;2024-02-21T09:30;2350 руб.;VTB BANK | MASTERCARD | 1664 5248 2828 4633;2024-02-22T10:30
Жуков Кирил Русланович;57 32 204493;834-913-285 39;повышенная температура;Педиатр;2024-12-23T08:00;биохимический анализ крови;2024-12-24T09:00;850 руб.;MTS BANK | MIR | 6039 1301 5991 3759;2024-12-25T10:00
Артемьев Руслан Арсеньевич;AB7525362;376-981-815 66;потеря интереса, перепады настроения, нарушения сна;Психиатр;2024-02-07T16:00;биохимический анализ крови + психодиагностика;2024-02-12T15:00;5850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3825 8284 8286 3612;2024-02-13T16:00
Климов Виктор Федорович;AB6712646;372-451-132 37;острая локальная боль, отек тканей;Хирург;2024-01-18T10:00;биохимический анализ крови + УЗИ органов брюшной полости;2024-01-19T14:00;3350 руб.;VTB BANK | MASTERCARD | 8698 3319 2984 3802;2024-01-22T15:00
Петров Прохор Геннадьевич;47 43 484453;309-172-207 66;наследственные риски, системные нарушения, атипичные проявления;Генетик;2024-09-23T08:00;общий анализ крови + генетический анализ + биохимический анализ крови;2024-09-25T10:00;13700 руб.;TINKOFF BANK | VISA | 2662 7284 7794 4478;2024-09-26T11:00
Мартынов Виталий Елисеевич;AB5493536;700-635-205 39;стеснение в груди;Пульмонолог;2024-07-11T14:00;общий анализ крови + спирометрия;2024-07-15T11:00;2650 руб.;MTS BANK | MASTERCARD | 3368 8160 1435 9379;2024-07-16T12:00
Ситников Корней Станиславович;N67501460;741-580-466 67;напряжение глаз, двоение, светочувствительность;Офтальмолог;2024-09-16T16:00;томография глаза;2024-09-18T12:30;400 руб.;TINKOFF BANK | MIR | 3429 4639 4493 3601;2024-09-19T13:30
Власов Геннадий Данилович;AB6498627;798-743-217 77;замедленная реакция, мышечные подергивания, нарушение чувствительности;Невролог;2024-04-19T17:00;общий анализ крови + ЭЭГ + МРТ головного мозга;2024-04-22T10:30;10150 руб.;VTB BANK | VISA | 9246 3990 8854 1595;2024-04-23T11:30
Коротков Александр Данилович;AB3317110;217-720-818 95;снижение энергии;Эндокринолог;2024-03-18T13:00;глюкоза крови + анализ на гормоны щитовидной железы;2024-03-19T14:00;1760 руб.;GAZPROMBANK | MIR | 3133 8682 5589 1257;2024-03-20T15:00
Фомин Евдоким Давидович;64 57 968908;288-375-926 60;повышение давления;Нефролог;2024-07-08T09:00;бактериологический посев мочи + общий анализ мочи;2024-07-10T12:30;1190 руб.;TINKOFF BANK | MIR | 9293 8401 5095 8235;2024-07-11T13:30
Авдеев Виталий Степанович;AB4110519;965-170-700 52;зубная боль;Стоматолог;2024-06-25T12:00;рентген зубов + общий анализ крови;2024-06-27T11:00;1550 руб.;TINKOFF BANK | MIR | 8407 9743 5024 3642;2024-06-28T12:00
Журавлев Савва Юрьевич;74 38 875107;468-404-748 94;дыхательный дискомфорт, затрудненное дыхание;Пульмонолог;2024-04-29T13:00;рентген грудной клетки;2024-05-01T13:30;1200 руб.;SBERBANK OF RUSSIA | VISA | 6698 3854 7115 8175;2024-05-02T14:30
Пономарев Алексей Богданович;34 89 556550;478-626-604 95;уплотнения, хроническая усталость, длительная боль;Онколог;2024-01-09T17:00;онкомаркеры + общий анализ крови + биохимический анализ крови;2024-01-12T15:00;4100 руб.;VTB BANK | MIR | 5937 6181 1979 2330;2024-01-15T16:00
Некрасов Богдан Михайлович;N39796146;499-464-716 94;утомляемость, скованность движений;Ортопед;2024-02-27T09:00;общий анализ крови;2024-02-29T09:00;850 руб.;TINKOFF BANK | MASTERCARD | 1916 2023 4812 5249;2024-03-01T10:00
Казаков Андрей Евгеньевич;AB1533604;995-916-995 86;головокружение;Кардиолог;2024-08-02T16:00;общий анализ крови;2024-08-05T13:00;850 руб.;GAZPROMBANK | VISA | 5716 6889 8168 6384;2024-08-06T14:00
Большаков Юрий Федорович;28 36 442389;831-945-353 30;дискомфорт после еды, изжога;Эндоскопист;2024-10-17T08:00;общий анализ крови + ФГДС;2024-10-21T15:00;6350 руб.;SBERBANK OF RUSSIA | MASTERCARD | 6157 3842 8174 6892;2024-10-22T16:00
Архипов Богдан Ярославович;N10529790;719-626-988 75;скованность, мышечное напряжение, хронические боли;Физиотерапевт;2024-04-10T15:00;магнитотерапия + дарсонвализация;2024-04-12T13:00;850 руб.;GAZPROMBANK | MIR | 9440 2623 7468 9234;2024-04-15T14:00
Фадеев Игорь Коновалович;N81234724;969-387-359 75;боль в пояснице, слабость;Нефролог;2024-06-13T09:00;бактериологический посев мочи;2024-06-17T12:30;900 руб.;TINKOFF BANK | MIR | 9519 8980 5850 9303;2024-06-18T13:30
Нестеров Алексей Семенович;AB6797477;740-213-114 63;резкие изменения веса, жажда;Эндокринолог;2024-07-08T15:00;глюкоза крови;2024-07-10T15:00;260 руб.;VTB BANK | MASTERCARD | 9054 7433 1818 4609;2024-07-11T16:00
Воронин Федор Валентинович;64 20 425693;766-243-916 61;тревожность;Психиатр;2024-12-27T08:00;психодиагностика;2024-12-30T12:00;5000 руб.;VTB BANK | MIR | 7000 5957 8856 2687;2024-12-31T13:00
Потапов Юрий Коновалович;AB1479437;305-895-458 66;хроническая усталость, необъяснимая потеря веса, уплотнения;Онколог;2024-04-09T15:00;онкомаркеры;2024-04-11T17:00;2400 руб.;MTS BANK | MIR | 8983 1176 5131 1888;2024-04-12T18:00
Степанов Максим Геннадьевич;AB9465006;495-278-359 92;ухудшение переносимости нагрузки, выраженная боль в груди;Кардиохирург;2024-03-18T08:00;коагулограмма + эхокардиография + ЭКГ;2024-03-19T10:30;6800 руб.;SBERBANK OF RUSSIA | VISA | 3392 8469 3006 8537;2024-03-20T11:30
